10.416467,-29.090948
12.636805,-27.073499
14.857144,-25.056051
17.077482,-23.038603
19.29782,-21.021154
21.518159,-19.003706
23.738497,-16.986258
25.958835,-14.968809
28.179174,-12.951361
29.248738,-10.1485
29.055792,-7.154711
28.862845,-4.160922
28.669899,-1.167133
28.476953,1.826656
28.284006,4.820445
28.09106,7.814233
27.898114,10.808022
27.705167,13.801811
32.659977,9.451237
30.65828,11.685785
28.656583,13.920334
26.654885,16.154883
24.653188,18.389431
22.651491,20.62398
20.649793,22.858529
18.648096,25.093077
16.646399,27.327626
14.644701,29.562175
12.263208,31.38659
9.26813,31.214818
6.273051,31.043046
3.277973,30.871275
0.282895,30.699503
-2.712184,30.527731
-5.707262,30.35596
-8.702341,30.184188
-11.697419,30.012416
-14.692497,29.840645
-17.368691,28.484921
-19.101795,26.036176
-20.8349,23.587432
-22.568004,21.138687
-24.301108,18.689943
-26.034212,16.241198
-27.767317,13.792454
-29.500421,11.343709
-31.233525,8.894965
-32.96663,6.44622
-32.887376,3.447268
-32.053443,0.565505
-31.219511,-2.316258
-30.385578,-5.198021
-29.551645,-8.079783
-28.717713,-10.961546
-27.88378,-13.843309
-27.049847,-16.725071
-26.215915,-19.606834
-25.381982,-22.488597
-22.674235,-23.780149
-19.901234,-24.924904
-17.128232,-26.069658
-14.355231,-27.214413
-11.58223,-28.359168
-8.809228,-29.503923
-6.036227,-30.648678
-3.263226,-31.793433
-0.490224,-32.938188
2.41548,-33.684434
5.039423,-32.230157
7.663367,-30.77588
10.28731,-29.321603
12.911253,-27.867327
15.535197,-26.41305
18.15914,-24.958773
20.783084,-23.504496
23.407027,-22.05022
26.030971,-20.595943
27.976681,-18.312478
28.475684,-15.35427
28.974686,-12.396062
29.473689,-9.437853
29.972691,-6.479645
30.471694,-3.521437
30.970697,-0.563228
31.469699,2.39498
31.968702,5.353188
32.467705,8.311397
